market,time,coin_metrics_id,amount,price,database_time,side
coinbase-btc-usd-spot,2022-03-07T16:50:41.673786000Z,292637073,0.0007454,38999.88,2022-03-07T16:50:41.786843000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:41.894322000Z,292637074,0.00863773,38999.87,2022-03-07T16:50:42.037412000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.301250000Z,292637075,0.01287852,38999.88,2022-03-07T16:50:42.396171000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:42.415450000Z,292637076,0.00188638,38999.87,2022-03-07T16:50:42.537250000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.415450000Z,292637077,0.07370171,38999.87,2022-03-07T16:50:42.537250000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.447788000Z,292637078,0.0538,38999.87,2022-03-07T16:50:42.537250000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.459912000Z,292637079,0.00000629,38999.87,2022-03-07T16:50:42.537250000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.459912000Z,292637080,0.00131371,38999.87,2022-03-07T16:50:42.537250000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.463494000Z,292637081,0.00000676,38999.87,2022-03-07T16:50:42.594595000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.719054000Z,292637082,0.051282,38991.01,2022-03-07T16:50:42.844750000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.741619000Z,292637083,0.44406669,38991.01,2022-03-07T16:50:42.844750000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.763256000Z,292637084,0.23272429,38990.01,2022-03-07T16:50:42.844750000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.770507000Z,292637085,0.22603169,38989.4,2022-03-07T16:50:42.844750000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.770507000Z,292637086,0.05,38989.06,2022-03-07T16:50:42.844750000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.856311000Z,292637087,0.02564585,38985.98,2022-03-07T16:50:43.042761000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:42.977780000Z,292637088,0.037,38984.57,2022-03-07T16:50:43.095122000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:43.026120000Z,292637089,0.08065,38983.13,2022-03-07T16:50:43.095122000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:43.026627000Z,292637090,0.08602417,38983.13,2022-03-07T16:50:43.095122000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:43.080957000Z,292637091,0.15,38983.13,2022-03-07T16:50:43.294210000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:43.127018000Z,292637092,0.00122503,38983.14,2022-03-07T16:50:43.294210000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:43.170484000Z,292637093,0.07135,38983.13,2022-03-07T16:50:43.294210000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:43.199440000Z,292637094,0.01837059,38983.13,2022-03-07T16:50:43.294210000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:43.199440000Z,292637095,0.19313723,38982.08,2022-03-07T16:50:43.294210000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:43.266763000Z,292637096,0.02051309,38980.86,2022-03-07T16:50:43.344870000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:43.729855000Z,292637097,0.00563744,38976.78,2022-03-07T16:50:43.845373000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:43.895556000Z,292637098,0.001,38976.78,2022-03-07T16:50:44.045689000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:44.903216000Z,292637099,0.01697019,38974.8,2022-03-07T16:50:45.046868000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:45.025091000Z,292637100,0.03646176,38974.8,2022-03-07T16:50:45.096792000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:45.025091000Z,292637101,0.0312,38974.8,2022-03-07T16:50:45.096792000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:45.102849000Z,292637102,0.00016648,38966.49,2022-03-07T16:50:45.297608000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:45.152192000Z,292637103,0.00137567,38967.88,2022-03-07T16:50:45.297608000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.152192000Z,292637104,0.00475932,38967.89,2022-03-07T16:50:45.297608000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.586108000Z,292637105,0.0018382,38967.25,2022-03-07T16:50:45.674711000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.642499000Z,292637106,0.02382637,38967.25,2022-03-07T16:50:45.796907000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.642499000Z,292637107,0.02512,38967.25,2022-03-07T16:50:45.796907000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.642499000Z,292637108,0.001,38967.25,2022-03-07T16:50:45.796907000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.642499000Z,292637109,0.064,38968.72,2022-03-07T16:50:45.796907000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.642499000Z,292637110,0.06415752,38969.09,2022-03-07T16:50:45.796907000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.661689000Z,292637111,0.02566457,38967.25,2022-03-07T16:50:45.796907000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.661689000Z,292637112,0.02512,38967.25,2022-03-07T16:50:45.796907000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.661689000Z,292637113,0.12831715,38970.1,2022-03-07T16:50:45.796907000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.809678000Z,292637114,0.064,38970.07,2022-03-07T16:50:45.898483000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:45.898689000Z,292637115,0.0086496,38970.05,2022-03-07T16:50:46.047157000Z,sell
coinbase-btc-usd-spot,2022-03-07T16:50:46.545332000Z,292637116,0.001,38970.06,2022-03-07T16:50:46.649370000Z,buy
coinbase-btc-usd-spot,2022-03-07T16:50:46.545332000Z,292637117,0.00022466,38970.06,2022-03-07T16:50:46.649370000Z,buy
